Date,Price,,,,,
24-01-2020,514.59,,,,,
23-01-2020,514,,,,,
22-01-2020,505.02,,,,,
21-01-2020,502.32,,,,,
20-01-2020,499.33,,,,,
17-01-2020,490.83,,,,,
16-01-2020,465.17,,,,,
15-01-2020,459.23,,,,,
14-01-2020,460.7,,,,,
13-01-2020,460.26,,,,,
10-01-2020,448.58,,,,,
09-01-2020,451.62,,,,,
08-01-2020,450.39,,,,,
07-01-2020,436.9,,,,,
06-01-2020,441.36,,,,,
03-01-2020,446.71,,,,,
02-01-2020,446.81,,,,,
01-01-2020,444.95,,,,,
31-12-2019,447.4,,,,,
30-12-2019,452.01,,,,,
27-12-2019,446.71,,,,,
26-12-2019,439.3,,,,,
24-12-2019,448.73,,,,,
23-12-2019,446.42,,,,,
20-12-2019,445.44,,,,,
19-12-2019,441.17,,,,,
18-12-2019,430.22,,,,,
17-12-2019,431.84,,,,,
16-12-2019,414.08,,,,,
13-12-2019,419.92,,,,,
12-12-2019,430.57,,,,,
11-12-2019,434.59,,,,,
10-12-2019,438.76,,,,,
09-12-2019,437.63,,,,,
06-12-2019,436.65,,,,,
05-12-2019,439.11,,,,,
04-12-2019,452.9,,,,,
03-12-2019,450.64,,,,,
02-12-2019,450.15,,,,,
29-11-2019,434.3,,,,,
28-11-2019,428.6,,,,,
27-11-2019,425.36,,,,,
26-11-2019,424.38,,,,,
25-11-2019,443.08,,,,,
22-11-2019,412.9,,,,,
21-11-2019,418.44,,,,,
20-11-2019,429.24,,,,,
19-11-2019,431.25,,,,,
18-11-2019,401.66,,,,,
15-11-2019,385.81,,,,,
14-11-2019,355.82,,,,,
13-11-2019,361.81,,,,,
11-11-2019,364.65,,,,,
08-11-2019,362.35,,,,,
07-11-2019,364.9,,,,,
06-11-2019,364.61,,,,,
05-11-2019,376.87,,,,,
04-11-2019,371.03,,,,,
01-11-2019,366.17,,,,,
31-10-2019,367.35,,,,,
30-10-2019,361.17,,,,,
29-10-2019,353.27,,,,,
27-10-2019,373.1,,,,,
25-10-2019,368.24,,,,,
24-10-2019,365.49,,,,,
23-10-2019,353.71,,,,,
22-10-2019,367.21,,,,,
18-10-2019,376.43,,,,,
17-10-2019,378.74,,,,,
16-10-2019,378.15,,,,,
15-10-2019,376.58,,,,,
14-10-2019,386.3,,,,,
11-10-2019,375.84,,,,,
10-10-2019,370.3,,,,,
09-10-2019,352.78,,,,,
07-10-2019,335.26,,,,,
04-10-2019,333.24,,,,,
03-10-2019,338.54,,,,,
01-10-2019,344.48,,,,,
30-09-2019,360.29,,,,,
27-09-2019,342.67,,,,,
26-09-2019,337.71,,,,,
25-09-2019,335.35,,,,,
24-09-2019,342.23,,,,,
23-09-2019,341.59,,,,,
20-09-2019,349.83,,,,,
19-09-2019,331.38,,,,,
18-09-2019,329.42,,,,,
17-09-2019,333.59,,,,,
16-09-2019,337.66,,,,,
13-09-2019,336.73,,,,,
12-09-2019,341.14,,,,,
11-09-2019,348.56,,,,,
09-09-2019,349.88,,,,,
06-09-2019,342.81,,,,,
05-09-2019,341.29,,,,,
04-09-2019,339.33,,,,,
03-09-2019,330.64,,,,,
30-08-2019,346.8,,,,,
29-08-2019,343.5,,,,,
28-08-2019,345.8,,,,,
27-08-2019,348.3,,,,,
26-08-2019,360.65,,,,,
23-08-2019,356.4,,,,,
22-08-2019,352.75,,,,,
21-08-2019,354.9,,,,,
20-08-2019,358.05,,,,,
19-08-2019,361,,,,,
16-08-2019,361.55,,,,,
14-08-2019,361.2,,,,,
13-08-2019,351.65,,,,,
09-08-2019,371.15,,,,,
08-08-2019,372.15,,,,,
07-08-2019,366.1,,,,,
06-08-2019,368.45,,,,,
05-08-2019,357.7,,,,,
02-08-2019,343.55,,,,,
01-08-2019,323.9,,,,,
31-07-2019,337.6,,,,,
30-07-2019,345.75,,,,,
29-07-2019,334.55,,,,,
26-07-2019,334.9,,,,,
25-07-2019,339,,,,,
24-07-2019,338.9,,,,,
23-07-2019,343.6,,,,,
22-07-2019,342.55,,,,,
19-07-2019,339.95,,,,,
18-07-2019,342.5,,,,,
17-07-2019,346.25,,,,,
16-07-2019,350.75,,,,,
15-07-2019,350.6,,,,,
12-07-2019,356.1,,,,,
11-07-2019,360.75,,,,,
10-07-2019,358.55,,,,,
09-07-2019,362.3,,,,,
08-07-2019,356.4,,,,,
05-07-2019,364.8,,,,,
04-07-2019,362.75,,,,,
03-07-2019,353.2,,,,,
02-07-2019,353.6,,,,,
01-07-2019,348.5,,,,,
28-06-2019,346.65,,,,,
27-06-2019,348.65,,,,,
26-06-2019,345.55,,,,,
25-06-2019,348.6,,,,,
24-06-2019,345.1,,,,,
21-06-2019,343.8,,,,,
20-06-2019,348.55,,,,,
19-06-2019,341.1,,,,,
18-06-2019,345.15,,,,,
17-06-2019,344,,,,,
14-06-2019,353.3,,,,,
13-06-2019,363.75,,,,,
12-06-2019,359.9,,,,,
11-06-2019,363.25,,,,,
10-06-2019,363.45,,,,,
07-06-2019,357.1,,,,,
06-06-2019,353.8,,,,,
04-06-2019,352.4,,,,,
03-06-2019,352.75,,,,,
31-05-2019,348.8,,,,,
30-05-2019,346.7,,,,,
29-05-2019,338.8,,,,,
28-05-2019,345.6,,,,,
27-05-2019,349.5,,,,,
24-05-2019,353.2,,,,,
23-05-2019,338.8,,,,,
22-05-2019,335.15,,,,,
21-05-2019,330.65,,,,,
20-05-2019,340.1,,,,,
17-05-2019,328.45,,,,,
16-05-2019,325.2,,,,,
15-05-2019,331.25,,,,,
14-05-2019,336.6,,,,,
13-05-2019,318.65,,,,,
10-05-2019,324.1,,,,,
09-05-2019,315.45,,,,,
08-05-2019,324.5,,,,,
07-05-2019,324.95,,,,,
06-05-2019,333.45,,,,,
03-05-2019,331.45,,,,,
02-05-2019,324.2,,,,,
30-04-2019,320.3,,,,,
26-04-2019,325.45,,,,,
25-04-2019,328.5,,,,,
24-04-2019,324.5,,,,,
23-04-2019,316.5,,,,,
22-04-2019,320.81,,,,,
18-04-2019,318.56,,,,,
16-04-2019,320.21,,,,,
15-04-2019,319.25,,,,,
12-04-2019,313.97,,,,,
11-04-2019,318.01,,,,,
10-04-2019,312.18,,,,,
09-04-2019,322.83,,,,,
08-04-2019,325.91,,,,,
05-04-2019,327.47,,,,,
04-04-2019,327.61,,,,,
03-04-2019,321.36,,,,,
02-04-2019,327.28,,,,,
01-04-2019,312.92,,,,,
29-03-2019,305.85,,,,,
28-03-2019,302.95,,,,,
27-03-2019,296.11,,,,,
26-03-2019,300.98,,,,,
25-03-2019,300.24,,,,,
22-03-2019,304.42,,,,,
20-03-2019,306.67,,,,,
19-03-2019,309.2,,,,,
18-03-2019,303.55,,,,,
15-03-2019,310.07,,,,,
14-03-2019,314.38,,,,,
13-03-2019,310.11,,,,,
12-03-2019,323.02,,,,,
11-03-2019,306.49,,,,,
08-03-2019,283.44,,,,,
07-03-2019,282.48,,,,,
06-03-2019,284.08,,,,,
05-03-2019,282.66,,,,,
01-03-2019,282.48,,,,,
28-02-2019,292.03,,,,,
27-02-2019,293.96,,,,,
26-02-2019,289.64,,,,,
25-02-2019,291.29,,,,,
22-02-2019,288.17,,,,,
21-02-2019,284.54,,,,,
20-02-2019,283.72,,,,,
19-02-2019,278.85,,,,,
18-02-2019,277.8,,,,,
15-02-2019,279.68,,,,,
14-02-2019,276.19,,,,,
13-02-2019,285.14,,,,,
12-02-2019,285.78,,,,,
11-02-2019,286.66,,,,,
08-02-2019,287.62,,,,,
07-02-2019,285.69,,,,,
06-02-2019,283.49,,,,,
05-02-2019,282.98,,,,,
04-02-2019,281.47,,,,,
01-02-2019,286.33,,,,,
31-01-2019,281.33,,,,,
30-01-2019,278.85,,,,,
29-01-2019,282.66,,,,,
28-01-2019,280.18,,,,,
25-01-2019,282.34,,,,,
24-01-2019,276.97,,,,,
23-01-2019,278.85,,,,,
22-01-2019,279.91,,,,,
21-01-2019,285.88,,,,,
18-01-2019,285.69,,,,,
17-01-2019,304.88,,,,,
16-01-2019,306.63,,,,,
15-01-2019,310.11,,,,,
14-01-2019,304.47,,,,,
11-01-2019,307.68,,,,,
10-01-2019,309.7,,,,,
09-01-2019,307.13,,,,,
08-01-2019,302.31,,,,,
07-01-2019,298.36,,,,,
04-01-2019,296.07,,,,,
03-01-2019,287.85,,,,,
02-01-2019,287.07,,,,,
01-01-2019,293.36,,,,,
31-12-2018,286.93,,,,,
28-12-2018,290.65,,,,,
27-12-2018,290.79,,,,,
26-12-2018,294.23,,,,,
24-12-2018,283.81,,,,,
21-12-2018,282.71,,,,,
20-12-2018,290.65,,,,,
19-12-2018,296.3,,,,,
18-12-2018,291.8,,,,,
17-12-2018,289.41,,,,,
14-12-2018,293.13,,,,,
13-12-2018,278.3,,,,,
12-12-2018,280.55,,,,,
11-12-2018,266.5,,,,,
10-12-2018,270.82,,,,,
07-12-2018,279.08,,,,,
06-12-2018,279.13,,,,,
05-12-2018,287.21,,,,,
04-12-2018,292.49,,,,,
03-12-2018,293.59,,,,,
30-11-2018,287.85,,,,,
29-11-2018,291.25,,,,,
28-11-2018,288.4,,,,,
27-11-2018,301.3,,,,,
26-11-2018,307.18,,,,,
22-11-2018,301.02,,,,,
21-11-2018,305.48,,,,,
20-11-2018,304.79,,,,,
19-11-2018,309.29,,,,,
16-11-2018,305.52,,,,,
15-11-2018,279.49,,,,,
14-11-2018,276.65,,,,,
13-11-2018,273.2,,,,,
12-11-2018,271.96,,,,,
09-11-2018,275.22,,,,,
07-11-2018,281.19,,,,,
06-11-2018,280.09,,,,,
05-11-2018,278.39,,,,,
02-11-2018,277.34,,,,,
01-11-2018,269.49,,,,,
31-10-2018,268.43,,,,,
30-10-2018,268.66,,,,,
29-10-2018,270.04,,,,,
26-10-2018,273.57,,,,,
25-10-2018,271.37,,,,,
24-10-2018,290.01,,,,,
23-10-2018,262.51,,,,,
22-10-2018,262.37,,,,,
19-10-2018,263.79,,,,,
17-10-2018,264.89,,,,,
16-10-2018,269.94,,,,,
15-10-2018,267.28,,,,,
12-10-2018,266.32,,,,,
11-10-2018,262,,,,,
10-10-2018,270.95,,,,,
09-10-2018,265.35,,,,,
08-10-2018,271.05,,,,,
05-10-2018,274.17,,,,,
04-10-2018,284.77,,,,,
03-10-2018,292.39,,,,,
01-10-2018,300.01,,,,,
28-09-2018,310.85,,,,,
27-09-2018,327.61,,,,,
26-09-2018,331.74,,,,,
25-09-2018,331,,,,,
24-09-2018,327.06,,,,,
21-09-2018,340.19,,,,,
19-09-2018,339.77,,,,,
18-09-2018,343.12,,,,,
17-09-2018,350.79,,,,,
14-09-2018,352.21,,,,,
12-09-2018,345.88,,,,,
11-09-2018,347.71,,,,,
10-09-2018,356.62,,,,,
07-09-2018,357.72,,,,,
06-09-2018,341.84,,,,,
05-09-2018,341.61,,,,,
04-09-2018,347.39,,,,,
03-09-2018,352.4,,,,,
31-08-2018,352.44,,,,,
30-08-2018,351.75,,,,,
29-08-2018,344.23,,,,,
28-08-2018,345.97,,,,,
27-08-2018,348.13,,,,,
24-08-2018,338.76,,,,,
23-08-2018,339.63,,,,,
21-08-2018,338.12,,,,,
20-08-2018,340.23,,,,,
17-08-2018,341.01,,,,,
16-08-2018,341.56,,,,,
14-08-2018,336.97,,,,,
13-08-2018,339.86,,,,,
10-08-2018,339.54,,,,,
09-08-2018,337.02,,,,,
08-08-2018,353.77,,,,,
07-08-2018,350.65,,,,,
06-08-2018,354.19,,,,,
03-08-2018,343.86,,,,,
02-08-2018,342.48,,,,,
01-08-2018,353.04,,,,,
31-07-2018,358.64,,,,,
30-07-2018,351.89,,,,,
27-07-2018,334.86,,,,,
26-07-2018,328.39,,,,,
25-07-2018,323.47,,,,,
24-07-2018,327.61,,,,,
23-07-2018,329.58,,,,,
20-07-2018,317.14,,,,,
19-07-2018,316.77,,,,,
18-07-2018,309.24,,,,,
17-07-2018,314.52,,,,,
16-07-2018,318.98,,,,,
13-07-2018,329.58,,,,,
12-07-2018,332.52,,,,,
11-07-2018,332.38,,,,,
10-07-2018,337.71,,,,,
09-07-2018,332.47,,,,,
06-07-2018,332.61,,,,,
05-07-2018,333.67,,,,,
04-07-2018,337.34,,,,,
03-07-2018,340.41,,,,,
02-07-2018,337.94,,,,,
29-06-2018,350.7,,,,,
28-06-2018,347.03,,,,,
27-06-2018,344.91,,,,,
26-06-2018,349.09,,,,,
25-06-2018,343.54,,,,,
22-06-2018,343.9,,,,,
21-06-2018,338.53,,,,,
20-06-2018,341.47,,,,,
19-06-2018,340.83,,,,,
18-06-2018,340.55,,,,,
15-06-2018,347.3,,,,,
14-06-2018,345.69,,,,,
13-06-2018,344.91,,,,,
12-06-2018,349.5,,,,,
11-06-2018,356.99,,,,,
08-06-2018,346.66,,,,,
07-06-2018,348.86,,,,,
06-06-2018,348.68,,,,,
05-06-2018,334.49,,,,,
04-06-2018,341.84,,,,,
01-06-2018,352.31,,,,,
31-05-2018,343.03,,,,,
30-05-2018,345.05,,,,,
29-05-2018,348.13,,,,,
28-05-2018,344.45,,,,,
25-05-2018,346.11,,,,,
24-05-2018,341.47,,,,,
23-05-2018,327.61,,,,,
22-05-2018,332.24,,,,,
21-05-2018,330.54,,,,,
18-05-2018,331.78,,,,,
17-05-2018,337.52,,,,,
16-05-2018,344.64,,,,,
15-05-2018,350.7,,,,,
14-05-2018,351.8,,,,,
11-05-2018,354.97,,,,,
10-05-2018,378.38,,,,,
09-05-2018,369.52,,,,,
08-05-2018,368.33,,,,,
07-05-2018,365.66,,,,,
04-05-2018,364.29,,,,,
03-05-2018,371.31,,,,,
02-05-2018,375.03,,,,,
30-04-2018,376.04,,,,,
27-04-2018,375.31,,,,,
26-04-2018,375.72,,,,,
25-04-2018,385.5,,,,,
24-04-2018,373.01,,,,,
23-04-2018,369.89,,,,,
20-04-2018,369.11,,,,,
19-04-2018,363,,,,,
18-04-2018,352.81,,,,,
17-04-2018,350.79,,,,,
16-04-2018,345.83,,,,,
13-04-2018,346.98,,,,,
12-04-2018,349.09,,,,,
11-04-2018,353.77,,,,,
10-04-2018,354,,,,,
09-04-2018,349.18,,,,,
06-04-2018,353.45,,,,,
05-04-2018,361.67,,,,,
04-04-2018,362.73,,,,,
03-04-2018,369.29,,,,,
02-04-2018,362.77,,,,,
28-03-2018,366.08,,,,,
27-03-2018,379.39,,,,,
26-03-2018,387.01,,,,,
23-03-2018,378.93,,,,,
22-03-2018,381.6,,,,,
21-03-2018,383.98,,,,,
20-03-2018,367.64,,,,,
19-03-2018,366.95,,,,,
16-03-2018,382.65,,,,,
15-03-2018,386.05,,,,,
14-03-2018,388.02,,,,,
13-03-2018,391.42,,,,,
12-03-2018,387.06,,,,,
09-03-2018,369.25,,,,,
08-03-2018,368.47,,,,,
07-03-2018,370.21,,,,,
06-03-2018,380.03,,,,,
05-03-2018,386.97,,,,,
01-03-2018,392.75,,,,,
28-02-2018,393.49,,,,,
27-02-2018,395.28,,,,,
26-02-2018,388.53,,,,,
23-02-2018,390.73,,,,,
22-02-2018,382.05,,,,,
21-02-2018,385.31,,,,,
20-02-2018,383.89,,,,,
19-02-2018,380.45,,,,,
16-02-2018,385.36,,,,,
15-02-2018,393.85,,,,,
14-02-2018,399.22,,,,,
12-02-2018,389.68,,,,,
09-02-2018,387.93,,,,,
08-02-2018,394.63,,,,,
07-02-2018,395.05,,,,,
06-02-2018,403.22,,,,,
05-02-2018,404.18,,,,,
02-02-2018,387.79,,,,,
01-02-2018,402.53,,,,,
31-01-2018,403.86,,,,,
30-01-2018,404.55,,,,,
29-01-2018,404.55,,,,,
25-01-2018,415.66,,,,,
24-01-2018,421.9,,,,,
23-01-2018,451.84,,,,,
22-01-2018,450.55,,,,,
19-01-2018,457.16,,,,,
18-01-2018,454.5,,,,,
17-01-2018,459,,,,,
16-01-2018,456.56,,,,,
15-01-2018,463.22,,,,,
12-01-2018,467.86,,,,,
11-01-2018,472.63,,,,,
10-01-2018,464.97,,,,,
09-01-2018,468.09,,,,,
08-01-2018,474.1,,,,,
05-01-2018,495.82,,,,,
04-01-2018,480.21,,,,,
03-01-2018,475.8,,,,,
02-01-2018,474.29,,,,,
01-01-2018,484.71,,,,,
29-12-2017,486.31,,,,,
28-12-2017,487.87,,,,,
27-12-2017,490.9,,,,,
26-12-2017,498.53,,,,,
22-12-2017,485.3,,,,,
21-12-2017,481.22,,,,,
20-12-2017,485.62,,,,,
19-12-2017,492.69,,,,,
18-12-2017,483.19,,,,,
15-12-2017,475.57,,,,,
14-12-2017,477.73,,,,,
13-12-2017,475.02,,,,,
12-12-2017,480.99,,,,,
11-12-2017,489.11,,,,,
08-12-2017,482.18,,,,,
07-12-2017,472.59,,,,,
06-12-2017,443.89,,,,,
05-12-2017,450.5,,,,,
04-12-2017,444.67,,,,,
01-12-2017,444.54,,,,,
30-11-2017,455.83,,,,,
29-11-2017,455.19,,,,,
28-11-2017,451.74,,,,,
27-11-2017,457.25,,,,,
24-11-2017,456.15,,,,,
23-11-2017,455.74,,,,,
22-11-2017,458.26,,,,,
21-11-2017,462.07,,,,,
20-11-2017,452.34,,,,,
17-11-2017,453.12,,,,,
16-11-2017,449.82,,,,,
15-11-2017,446.92,,,,,
14-11-2017,457.39,,,,,
13-11-2017,457.25,,,,,
10-11-2017,462.26,,,,,
09-11-2017,462.99,,,,,
08-11-2017,454.77,,,,,
07-11-2017,472.27,,,,,
06-11-2017,488.98,,,,,
03-11-2017,496.96,,,,,
02-11-2017,498.75,,,,,
01-11-2017,494.99,,,,,
31-10-2017,456.52,,,,,
30-10-2017,452.57,,,,,
27-10-2017,445.59,,,,,
26-10-2017,469.46,,,,,
25-10-2017,473.55,,,,,
24-10-2017,460.97,,,,,
23-10-2017,456.66,,,,,
19-10-2017,434.99,,,,,
18-10-2017,424.15,,,,,
17-10-2017,427.83,,,,,
16-10-2017,416.21,,,,,
13-10-2017,395.64,,,,,
12-10-2017,367.5,,,,,
11-10-2017,370.53,,,,,
10-10-2017,353.13,,,,,
09-10-2017,347.94,,,,,
06-10-2017,351.02,,,,,
05-10-2017,346.8,,,,,
04-10-2017,346.29,,,,,
03-10-2017,353.18,,,,,
29-09-2017,357.58,,,,,
28-09-2017,350.79,,,,,
27-09-2017,354.37,,,,,
26-09-2017,355.66,,,,,
25-09-2017,357.86,,,,,
22-09-2017,363,,,,,
21-09-2017,367.36,,,,,
20-09-2017,364.38,,,,,
19-09-2017,362.5,,,,,
18-09-2017,364.2,,,,,
15-09-2017,363.6,,,,,
14-09-2017,366.26,,,,,
13-09-2017,368.79,,,,,
12-09-2017,372.05,,,,,
11-09-2017,369.98,,,,,
08-09-2017,370.49,,,,,
07-09-2017,364.79,,,,,
06-09-2017,369.57,,,,,
05-09-2017,373.24,,,,,
04-09-2017,382.33,,,,,
01-09-2017,387.98,,,,,
31-08-2017,392.71,,,,,
30-08-2017,393.9,,,,,
29-08-2017,393.07,,,,,
28-08-2017,398.86,,,,,
24-08-2017,397.53,,,,,
23-08-2017,396.56,,,,,
22-08-2017,387.56,,,,,
21-08-2017,384.85,,,,,
18-08-2017,386.55,,,,,
17-08-2017,382.28,,,,,
16-08-2017,374.39,,,,,
14-08-2017,375.12,,,,,
11-08-2017,380.63,,,,,
10-08-2017,382.19,,,,,
09-08-2017,382.01,,,,,
08-08-2017,383.62,,,,,
07-08-2017,383.29,,,,,
04-08-2017,386.46,,,,,
03-08-2017,389.49,,,,,
02-08-2017,381.82,,,,,
01-08-2017,382.93,,,,,
31-07-2017,384.67,,,,,
28-07-2017,379.48,,,,,
27-07-2017,382.01,,,,,
26-07-2017,391.37,,,,,
25-07-2017,392.8,,,,,
24-07-2017,385.68,,,,,
21-07-2017,377.65,,,,,
20-07-2017,385.45,,,,,
19-07-2017,386.78,,,,,
18-07-2017,374.89,,,,,
17-07-2017,375.03,,,,,
14-07-2017,373.7,,,,,
13-07-2017,370.16,,,,,
12-07-2017,364.61,,,,,
11-07-2017,363.09,,,,,
10-07-2017,372.51,,,,,
07-07-2017,354.33,,,,,
06-07-2017,350.1,,,,,
05-07-2017,345.51,,,,,
04-07-2017,348.27,,,,,
03-07-2017,350.79,,,,,
30-06-2017,348.63,,,,,
29-06-2017,351.16,,,,,
28-06-2017,346.34,,,,,
27-06-2017,341.06,,,,,
23-06-2017,336.24,,,,,
22-06-2017,336.24,,,,,
21-06-2017,337.25,,,,,
20-06-2017,336.6,,,,,
19-06-2017,337.43,,,,,
16-06-2017,335,,,,,
15-06-2017,335.41,,,,,
14-06-2017,335.59,,,,,
13-06-2017,333.48,,,,,
12-06-2017,335.32,,,,,
09-06-2017,337.71,,,,,
08-06-2017,337.61,,,,,
07-06-2017,342.3,,,,,
06-06-2017,338.81,,,,,
05-06-2017,341.93,,,,,
02-06-2017,342.71,,,,,
01-06-2017,336.88,,,,,
31-05-2017,341.15,,,,,
30-05-2017,340.37,,,,,
29-05-2017,342.57,,,,,
26-05-2017,343.03,,,,,
25-05-2017,340.37,,,,,
24-05-2017,338.21,,,,,
23-05-2017,341.47,,,,,
22-05-2017,342.07,,,,,
19-05-2017,342.25,,,,,
18-05-2017,340.41,,,,,
17-05-2017,345.19,,,,,
16-05-2017,343.72,,,,,
15-05-2017,334.35,,,,,
12-05-2017,335.23,,,,,
11-05-2017,336.05,,,,,
10-05-2017,342.25,,,,,
09-05-2017,317,,,,,
08-05-2017,322.56,,,,,
05-05-2017,316.54,,,,,
04-05-2017,317.69,,,,,
03-05-2017,318.01,,,,,
02-05-2017,319.16,,,,,
28-04-2017,326.41,,,,,
27-04-2017,328.62,,,,,
26-04-2017,328.29,,,,,
25-04-2017,324.99,,,,,
24-04-2017,316.45,,,,,
21-04-2017,314.75,,,,,
20-04-2017,314.71,,,,,
19-04-2017,312.13,,,,,
18-04-2017,311.08,,,,,
17-04-2017,313.37,,,,,
13-04-2017,312.41,,,,,
12-04-2017,322.1,,,,,
11-04-2017,321.55,,,,,
10-04-2017,317.41,,,,,
07-04-2017,316.5,,,,,
06-04-2017,313.83,,,,,
05-04-2017,316.31,,,,,
03-04-2017,313.83,,,,,
31-03-2017,321.41,,,,,
30-03-2017,322.46,,,,,
29-03-2017,316.63,,,,,
28-03-2017,312.87,,,,,
27-03-2017,310.99,,,,,
24-03-2017,312.64,,,,,
23-03-2017,310.8,,,,,
22-03-2017,310.53,,,,,
21-03-2017,321.27,,,,,
20-03-2017,320.81,,,,,
17-03-2017,318.47,,,,,
16-03-2017,331.14,,,,,
15-03-2017,333.48,,,,,
14-03-2017,331.55,,,,,
10-03-2017,335.04,,,,,
09-03-2017,330.73,,,,,
08-03-2017,331.19,,,,,
07-03-2017,331.55,,,,,
06-03-2017,331.92,,,,,
03-03-2017,327.01,,,,,
02-03-2017,327.65,,,,,
01-03-2017,333.07,,,,,
28-02-2017,335.27,,,,,
27-02-2017,326.6,,,,,
23-02-2017,336.28,,,,,
22-02-2017,331.46,,,,,
21-02-2017,333.16,,,,,
20-02-2017,344.64,,,,,
17-02-2017,339.27,,,,,
16-02-2017,335.78,,,,,
15-02-2017,335.41,,,,,
14-02-2017,338.76,,,,,
13-02-2017,328.75,,,,,
10-02-2017,328.29,,,,,
09-02-2017,326.18,,,,,
08-02-2017,323.38,,,,,
07-02-2017,324.25,,,,,
06-02-2017,326.18,,,,,
03-02-2017,324.85,,,,,
02-02-2017,324.39,,,,,
01-02-2017,316.86,,,,,
31-01-2017,319.71,,,,,
30-01-2017,317.37,,,,,
27-01-2017,297.26,,,,,
25-01-2017,285.88,,,,,
24-01-2017,290.6,,,,,
23-01-2017,293.5,,,,,
20-01-2017,294.32,,,,,
19-01-2017,291.15,,,,,
18-01-2017,288.22,,,,,
17-01-2017,292.44,,,,,
16-01-2017,292.53,,,,,
13-01-2017,294,,,,,
12-01-2017,295.47,,,,,
11-01-2017,296.34,,,,,
10-01-2017,293.91,,,,,
09-01-2017,291.94,,,,,
06-01-2017,293.59,,,,,
05-01-2017,294.83,,,,,
04-01-2017,288.22,,,,,
03-01-2017,279.54,,,,,
02-01-2017,285.55,,,,,
30-12-2016,280.64,,,,,
29-12-2016,278.21,,,,,
28-12-2016,274.99,,,,,
27-12-2016,275.09,,,,,
26-12-2016,271.87,,,,,
23-12-2016,271.37,,,,,
22-12-2016,268.34,,,,,
21-12-2016,277.01,,,,,
20-12-2016,277.8,,,,,
19-12-2016,280.5,,,,,
16-12-2016,284.87,,,,,
15-12-2016,292.39,,,,,
14-12-2016,296.2,,,,,
13-12-2016,303,,,,,
12-12-2016,302.22,,,,,
09-12-2016,304.84,,,,,
08-12-2016,305.25,,,,,
07-12-2016,301.3,,,,,
06-12-2016,301.94,,,,,
05-12-2016,300.01,,,,,
02-12-2016,292.53,,,,,
01-12-2016,292.16,,,,,
30-11-2016,298.04,,,,,
29-11-2016,298.27,,,,,
28-11-2016,292.72,,,,,
25-11-2016,276.37,,,,,
24-11-2016,277.66,,,,,
23-11-2016,275.96,,,,,
22-11-2016,279.08,,,,,
21-11-2016,274.99,,,,,
18-11-2016,278.9,,,,,
17-11-2016,272.84,,,,,
16-11-2016,284.31,,,,,
15-11-2016,277.89,,,,,
11-11-2016,276.74,,,,,
10-11-2016,283.4,,,,,
09-11-2016,276.37,,,,,
08-11-2016,279.95,,,,,
07-11-2016,280.6,,,,,
04-11-2016,281.61,,,,,
03-11-2016,283.67,,,,,
02-11-2016,284.27,,,,,
01-11-2016,291.48,,,,,
30-10-2016,292.62,,,,,
28-10-2016,292.76,,,,,
27-10-2016,296.66,,,,,
26-10-2016,291.71,,,,,
25-10-2016,286.29,,,,,
24-10-2016,281.56,,,,,
21-10-2016,284.41,,,,,
20-10-2016,283.81,,,,,
19-10-2016,281.84,,,,,
18-10-2016,281.56,,,,,
17-10-2016,276.65,,,,,
14-10-2016,280.41,,,,,
13-10-2016,281.65,,,,,
10-10-2016,290.05,,,,,
07-10-2016,293.31,,,,,
06-10-2016,295.93,,,,,
05-10-2016,295.38,,,,,
04-10-2016,297.49,,,,,
03-10-2016,292.62,,,,,
30-09-2016,288.31,,,,,
29-09-2016,289.87,,,,,
28-09-2016,295.42,,,,,
27-09-2016,289.04,,,,,
26-09-2016,294.14,,,,,
23-09-2016,300.2,,,,,
22-09-2016,300.24,,,,,
21-09-2016,295.52,,,,,
20-09-2016,293.08,,,,,
19-09-2016,297.63,,,,,
16-09-2016,297.12,,,,,
15-09-2016,296.3,,,,,
14-09-2016,293.68,,,,,
12-09-2016,292.03,,,,,
09-09-2016,295.75,,,,,
08-09-2016,297.86,,,,,
07-09-2016,293.96,,,,,
06-09-2016,295.19,,,,,
02-09-2016,292.81,,,,,
01-09-2016,285.42,,,,,
31-08-2016,304.51,,,,,
30-08-2016,304.7,,,,,
29-08-2016,314.57,,,,,
26-08-2016,315.81,,,,,
25-08-2016,317.69,,,,,
24-08-2016,323.75,,,,,
23-08-2016,324.81,,,,,
22-08-2016,321.55,,,,,
19-08-2016,322.65,,,,,
18-08-2016,324.25,,,,,
17-08-2016,317.37,,,,,
16-08-2016,314.43,,,,,
12-08-2016,319.34,,,,,
11-08-2016,318.01,,,,,
10-08-2016,318.1,,,,,
09-08-2016,320.86,,,,,
08-08-2016,322.79,,,,,
05-08-2016,334.22,,,,,
04-08-2016,336.28,,,,,
03-08-2016,329.49,,,,,
02-08-2016,328.52,,,,,
01-08-2016,334.22,,,,,
29-07-2016,332.43,,,,,
28-07-2016,341.47,,,,,
27-07-2016,342.07,,,,,
26-07-2016,339.59,,,,,
25-07-2016,341.52,,,,,
22-07-2016,337.29,,,,,
21-07-2016,337.75,,,,,
20-07-2016,333.67,,,,,
19-07-2016,334.49,,,,,
18-07-2016,332.98,,,,,
15-07-2016,347.9,,,,,
14-07-2016,336.93,,,,,
13-07-2016,333.94,,,,,
12-07-2016,333.57,,,,,
11-07-2016,330.41,,,,,
